seqnames	cmp_ref	class_code	N
LT934125.1	UL5	k	1
LT934125.1	US6-7	k	3
LT934125.1	UL21	p	175
LT934125.1	UL23-22	o	101
LT934125.1	UL52-53-54	c	28
LT934125.1	UL22	o	1204
LT934125.1	UL26-26.5	p	970
LT934125.1	US3-4	o	331
LT934125.1	NOIR-1M	p	301
LT934125.1	UL25	o	75
LT934125.1	NOIR_2-1M-2	p	302
LT934125.1	US6-7-8-9-2	c	1
LT934125.1	US1-splice	i	3
LT934125.1	US1_2-splice	i	4
LT934125.1	UL5-4	k	4
LT934125.1	UL30	o	173
LT934125.1	UL5	o	35
LT934125.1	UL9L-8	c	161
LT934125.1	UL36.5	p	930
LT934125.1	ELIE-1	p	214
LT934125.1	UL6-7	o	245
LT934125.1	UL37	o	592
LT934125.1	PTO-US1-nonsp	3`-short	139
LT934125.1	UL52-53-54	3`-short	3
LT934125.1	PTO-US1_2-nonsp	3`-short	141
LT934125.1	UL49.5-49-48-47-46	c	2
LT934125.1	UL32-31	o	157
LT934125.1	ELIE-1	k	1
LT934125.1	UL36-UL36.5	c	391
LT934125.1	US1_2-splice	p	1798
LT934125.1	US1-splice	p	56
LT934125.1	US4-6-7	k	4
LT934125.1	UL29	k	4
LT934125.1	UL8	p	347
LT934125.1	UL46	p	283
LT934125.1	PTO-US1-nonsp	c	198
LT934125.1	PTO-US1_2-nonsp	c	198
LT934125.1	UL29-28-27	5`-long	1
LT934125.1	UL14-13-12-11	o	100
LT934125.1	UL19-18	k	3
LT934125.1	UL29	o	667
LT934125.1	UL1-2-3-3.5	c	33
LT934125.1	UL15-splice	i	251
LT934125.1	UL22	p	430
LT934125.1	UL1-2-3-3.5	k	1
LT934125.1	UL1-2-3-3.5	o	204
LT934125.1	UL13-12-11	o	67
LT934125.1	UL37	p	466
LT934125.1	UL39-40	k	9
LT934125.1	UL27	p	555
LT934125.1	UL30	p	194
LT934125.1	UL24-25-26-26.5	o	272
LT934125.1	PTO-US1-nonsp	o	1183
LT934125.1	PTO-US1_2-nonsp	o	1211
LT934125.1	IE180	o	2360
LT934125.1	UL49.5-49-48-47-46	5`-long	1
LT934125.1	IE180_2	o	2399
LT934125.1	UL15-splice	c	2583
LT934125.1	UL30	k	3
LT934125.1	UL15-splice	p	1296
LT934125.1	IE180_2	p	183
LT934125.1	IE180	p	213
LT934125.1	EP0-sp1	j	39
LT934125.1	UL15-splice	j	33
LT934125.1	US1-splice	Splice-variant	4786
LT934125.1	EP0-sp1	Splice-variant	351
LT934125.1	US1_2-splice	Splice-variant	5169
LT934125.1	UL15-splice	Splice-variant	41
LT934125.1	UL23	Splice-variant	191
LT934125.1	UL35	Splice-variant	768
LT934125.1	UL38	Splice-variant	819
LT934125.1	UL44	Splice-variant	1583
LT934125.1	UL46	Splice-variant	574
LT934125.1	US2	Splice-variant	399
LT934125.1	US4	Splice-variant	3573
LT934125.1	NOIR_2-1M-2	Splice-variant	215
LT934125.1	UL27	Splice-variant	563
LT934125.1	UL37	Splice-variant	279
LT934125.1	NOIR-1M	Splice-variant	220
LT934125.1	US9-2	Splice-variant	292
LT934125.1	CTO-S	Splice-variant	1392
LT934125.1	UL3.5	Splice-variant	1124
LT934125.1	UL42	Splice-variant	803
LT934125.1	US8-9	Splice-variant	203
LT934125.1	UL31	Splice-variant	897
LT934125.1	UL11	Splice-variant	230
LT934125.1	UL43-44	Splice-variant	303
LT934125.1	UL6-7	Splice-variant	70
LT934125.1	US7	Splice-variant	634
LT934125.1	UL34-35	Splice-variant	1188
LT934125.1	UL18	Splice-variant	840
LT934125.1	UL19	Splice-variant	177
LT934125.1	UL16	Splice-variant	407
LT934125.1	UL1-2-3-3.5	Splice-variant	454
LT934125.1	UL25-26-26.5	Splice-variant	56
LT934125.1	UL53-54	Splice-variant	59
LT934125.1	UL54	Splice-variant	60
LT934125.1	UL3-3.5	o	510
LT934125.1	UL39-40	o	272
LT934125.1	UL19	o	1298
LT934125.1	UL47-46	o	1286
LT934125.1	UL23-22	Splice-variant	59
LT934125.1	UL40	Splice-variant	366
LT934125.1	UL48-47-46	Splice-variant	208
LT934125.1	UL49	Splice-variant	353
LT934125.1	UL26-26.5	Splice-variant	283
LT934125.1	UL50	Splice-variant	113
LT934125.1	UL5-4	Splice-variant	19
LT934125.1	UL10	Splice-variant	1657
LT934125.1	US6-7	Splice-variant	165
LT934125.1	UL36.5	Splice-variant	79
LT934125.1	UL47-46	Splice-variant	571
LT934125.1	UL43-44	o	192
LT934125.1	UL42-43-44	o	50
LT934125.1	UL25-26-26.5	o	139
LT934125.1	UL48-47-46	o	202
LT934125.1	UL2-3-3.5	o	254
LT934125.1	UL29-28-27	o	5
LT934125.1	UL17-16	k	2
LT934125.1	UL36-UL36.5	o	171
LT934125.1	UL13-12-11	Splice-variant	23
LT934125.1	UL39-40	Splice-variant	111
LT934125.1	US4-6-7	Splice-variant	39
LT934125.1	UL2-3-3.5	Splice-variant	128
LT934125.1	UL3-3.5	Splice-variant	195
LT934125.1	ORF-1	Splice-variant	48
LT934125.1	UL7	Splice-variant	108
LT934125.1	UL21	Splice-variant	263
LT934125.1	UL5-4	o	47
LT934125.1	US8-9	k	4
LT934125.1	US7-8-9-2	o	33
LT934125.1	UL47-46	k	2
LT934125.1	UL43	Splice-variant	140
LT934125.1	UL5	Splice-variant	2
LT934125.1	US8-9-2	Splice-variant	122
LT934125.1	UL22	Splice-variant	482
LT934125.1	UL42-43-44	Splice-variant	49
LT934125.1	US7-8-9-2	Splice-variant	22
LT934125.1	US9	Splice-variant	65
LT934125.1	US4-6-7	o	51
LT934125.1	US8-9-2	o	161
LT934125.1	UL19-18	Splice-variant	31
LT934125.1	US4	k	19
LT934125.1	UL49.5-49-48-47-46	o	42
LT934125.1	US7-8-9	k	1
LT934125.1	US6-7-8-9-2	o	22
LT934125.1	UL51	Splice-variant	64
LT934125.1	UL19-18	o	94
LT934125.1	UL54	k	4
LT934125.1	US3-4	Splice-variant	48
LT934125.1	UL51-50-49.5-49	o	49
LT934125.1	UL4	Splice-variant	44
LT934125.1	UL24-25-26-26.5	Splice-variant	24
LT934125.1	UL17-16	Splice-variant	63
LT934125.1	UL8	Splice-variant	27
LT934125.1	UL51-50-49.5-49	k	3
LT934125.1	UL9L-8	o	84
LT934125.1	UL12-11	Splice-variant	129
LT934125.1	UL36-UL36.5	Splice-variant	59
LT934125.1	UL14-13-12-11	Splice-variant	111
LT934125.1	UL29	Splice-variant	204
LT934125.1	UL20-19	o	18
LT934125.1	UL18-17-16	o	17
LT934125.1	UL14-13-12-11	k	9
LT934125.1	UL38-39-40	Splice-variant	52
LT934125.1	US7-8-9	o	19
LT934125.1	UL43-44	k	3
LT934125.1	UL34-35	k	9
LT934125.1	UL41	Splice-variant	6
LT934125.1	US7-8-9	Splice-variant	9
LT934125.1	UL20-19	Splice-variant	15
LT934125.1	UL52-53-54	o	37
LT934125.1	UL27	k	2
LT934125.1	UL49.5-49-48-47-46	Splice-variant	10
LT934125.1	IE180_2	Splice-variant	19
LT934125.1	IE180	Splice-variant	21
LT934125.1	UL38-39-40	o	25
LT934125.1	US6-7-8-9-2	Splice-variant	9
LT934125.1	UL23-22	k	2
LT934125.1	UL49.5-49	Splice-variant	6
LT934125.1	UL51-50-49.5-49	Splice-variant	22
LT934125.1	AZURE-M	Splice-variant	3
LT934125.1	UL12-11	k	1
LT934125.1	UL30	Splice-variant	3
LT934125.1	US8-9-2	k	1
LT934125.1	UL9L-8	Splice-variant	3
LT934125.1	UL2	Splice-variant	2
LT934125.1	EP0-sp1	3`-long	3
LT934125.1	UL37-36	o	5
LT934125.1	UL33-34-35	Splice-variant	11
LT934125.1	UL28L-27	o	13
LT934125.1	UL18-17-16	Splice-variant	3
LT934125.1	UL6-7	k	6
LT934125.1	UL33	Splice-variant	1
LT934125.1	UL20-19	k	1
LT934125.1	UL3	Splice-variant	2
LT934125.1	UL52-53-54	Splice-variant	2
LT934125.1	UL32-31	Splice-variant	2
LT934125.1	UL37-36	Splice-variant	7
LT934125.1	ORF-1	y	1
LT934125.1	US9	y	1
LT934125.1	UL41	y	1
LT934125.1	UL38-39-40	k	5
LT934125.1	UL2	y	3
LT934125.1	UL48	y	2
LT934125.1	UL42	y	2
LT934125.1	EP0-sp1	y	1
LT934125.1	UL20	y	1
LT934125.1	UL15-splice	n	1
LT934125.1	UL15-splice	k	2
LT934125.1	UL18-17-16	y	1
