gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean	sd	varcoeff	libtype	sample_name	norm.method	cluster
UL35	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1278208.440965	PC_12_2.5h	0.0215633423177767	0.0215633423177767			dcDNA	PC_12_2.5h	viral_read.count	cluster_5
UL35	L	2h	2	C6	C6_2h	LT934125.1	+	1258769.700049	C6_2h	0.0210016155091522	0.0210016155091522			dcDNA	C6_2h	viral_read.count	cluster_5
UL35	L	2h	2	NRK	NRK_2h	LT934125.1	+	1230392.15684	NRK_2h	0.0179282868525864	0.0179282868525864			dcDNA	NRK_2h	viral_read.count	cluster_5
UL35	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1147712.418228	PC_12_2h	0.029612756264739	0.029612756264739			dcDNA	PC_12_2h	viral_read.count	cluster_5
UL35	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1141351.10068	PK_15_2h	0.0297790585979636	0.0297790585979636			dcDNA	PK_15_2h	viral_read.count	cluster_5
UL35	L	4h	4	C6	C6_4h	LT934125.1	+	1205331.820713	C6_4h	0.0364705882368529	0.0364705882368529			dcDNA	C6_4h	viral_read.count	cluster_5
UL35	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1134040.2533	PC_12_4h	0.0504743316222107	0.0504743316222107			dcDNA	PC_12_4h	viral_read.count	cluster_5
UL35	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1178684.298121	PK_15_4h	0.0376786029268381	0.0376786029268381			dcDNA	PK_15_4h	viral_read.count	cluster_5
UL35	L	6h	6	C6	C6_6h	LT934125.1	+	1072538.860091	C6_6h	0.0477498093072868	0.0477498093072868			dcDNA	C6_6h	viral_read.count	cluster_5
UL35	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1084276.068816	PC_12_6h	0.0610178303457763	0.0610178303457763			dcDNA	PC_12_6h	viral_read.count	cluster_5
UL35	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1142014.096785	PK_15_6h	0.0582474658239908	0.0582474658239908			dcDNA	PK_15_6h	viral_read.count	cluster_5
UL35	L	8h	8	C6	C6_8h	LT934125.1	+	1246909.965009	C6_8h	0.0487313221059721	0.0487313221059721			dcDNA	C6_8h	viral_read.count	cluster_5
UL35	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1262149.126856	PC_12_8h	0.0652431791210953	0.0652431791210953			dcDNA	PC_12_8h	viral_read.count	cluster_5
UL35	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1221833.366165	PK_15_8h	0.0630208524732673	0.0630208524732673			dcDNA	PK_15_8h	viral_read.count	cluster_5
UL36	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1133333.333342	PC_12_0.5h	0.0441176470593685	0.0441176470593685			dcDNA	PC_12_0.5h	viral_read.count	cluster_9
UL36	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1184852.374789	PC_12_1.5h	0.0173347778980969	0.0173347778980969			dcDNA	PC_12_1.5h	viral_read.count	cluster_9
UL36	L	12h	12	C6	C6_12h	LT934125.1	-	1284417.877033	C6_12h	0.0097041918170684	0.0097041918170684			dcDNA	C6_12h	viral_read.count	cluster_9
UL36	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1355773.731074	PC_12_12h	0.011597650140001	0.011597650140001			dcDNA	PC_12_12h	viral_read.count	cluster_9
UL36	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1346113.706473	PK_15_12h	0.00753845783324511	0.00753845783324511			dcDNA	PK_15_12h	viral_read.count	cluster_9
UL36	L	1h	1	C6	C6_1h	LT934125.1	-	1208088.714958	C6_1h	0.0232181425483932	0.0232181425483932			dcDNA	C6_1h	viral_read.count	cluster_9
UL36	L	1h	1	NRK	NRK_1h	LT934125.1	-	1142105.263134	NRK_1h	0.020737327189973	0.020737327189973			dcDNA	NRK_1h	viral_read.count	cluster_9
UL36	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1126524.390264	PC_12_1h	0.0446549391062994	0.0446549391062994			dcDNA	PC_12_1h	viral_read.count	cluster_9
UL36	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	764970.059873	PK_15_1h	0.0391389432482765	0.0391389432482765			dcDNA	PK_15_1h	viral_read.count	cluster_9
UL36	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1278208.440965	PC_12_2.5h	0.0121293800542384	0.0121293800542384			dcDNA	PC_12_2.5h	viral_read.count	cluster_9
UL36	L	2h	2	C6	C6_2h	LT934125.1	-	1258769.700049	C6_2h	0.00726978998433453	0.00726978998433453			dcDNA	C6_2h	viral_read.count	cluster_9
UL36	L	2h	2	NRK	NRK_2h	LT934125.1	-	1230392.15684	NRK_2h	0.0139442231077478	0.0139442231077478			dcDNA	NRK_2h	viral_read.count	cluster_9
UL36	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1147712.418228	PC_12_2h	0.0166287015944866	0.0166287015944866			dcDNA	PC_12_2h	viral_read.count	cluster_9
UL36	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1141351.10068	PK_15_2h	0.0217985664666876	0.0217985664666876			dcDNA	PK_15_2h	viral_read.count	cluster_9
UL36	L	4h	4	C6	C6_4h	LT934125.1	-	1205331.820713	C6_4h	0.00658823529383186	0.00658823529383186			dcDNA	C6_4h	viral_read.count	cluster_9
UL36	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1134040.2533	PC_12_4h	0.00880577368302487	0.00880577368302487			dcDNA	PC_12_4h	viral_read.count	cluster_9
UL36	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1178684.298121	PK_15_4h	0.00428647027796525	0.00428647027796525			dcDNA	PK_15_4h	viral_read.count	cluster_9
UL36	L	6h	6	C6	C6_6h	LT934125.1	-	1072538.860091	C6_6h	0.00879735570811806	0.00879735570811806			dcDNA	C6_6h	viral_read.count	cluster_9
UL36	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1084276.068816	PC_12_6h	0.0130212333547278	0.0130212333547278			dcDNA	PC_12_6h	viral_read.count	cluster_9
UL36	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1142014.096785	PK_15_6h	0.00742741093466283	0.00742741093466283			dcDNA	PK_15_6h	viral_read.count	cluster_9
UL36	L	8h	8	C6	C6_8h	LT934125.1	-	1246909.965009	C6_8h	0.00893407571886683	0.00893407571886683			dcDNA	C6_8h	viral_read.count	cluster_9
UL36	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1262149.126856	PC_12_8h	0.0105765486771382	0.0105765486771382			dcDNA	PC_12_8h	viral_read.count	cluster_9
UL36	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1221833.366165	PK_15_8h	0.00686167628186037	0.00686167628186037			dcDNA	PK_15_8h	viral_read.count	cluster_9
UL37	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1133333.333342	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_8
UL37	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1184852.374789	PC_12_1.5h	0.00216684723736761	0.00216684723736761			dcDNA	PC_12_1.5h	viral_read.count	cluster_8
UL37	L	12h	12	C6	C6_12h	LT934125.1	-	1284417.877033	C6_12h	0.00645871879731464	0.00645871879731464			dcDNA	C6_12h	viral_read.count	cluster_8
UL37	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1355773.731074	PC_12_12h	0.00541569553953782	0.00541569553953782			dcDNA	PC_12_12h	viral_read.count	cluster_8
UL37	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1346113.706473	PK_15_12h	0.0036493797086959	0.0036493797086959			dcDNA	PK_15_12h	viral_read.count	cluster_8
UL37	L	1h	1	C6	C6_1h	LT934125.1	-	1208088.714958	C6_1h	0.00269978401719727	0.00269978401719727			dcDNA	C6_1h	viral_read.count	cluster_8
UL37	L	1h	1	NRK	NRK_1h	LT934125.1	-	1142105.263134	NRK_1h	0	0			dcDNA	NRK_1h	viral_read.count	cluster_8
UL37	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1126524.390264	PC_12_1h	0.00202976995949829	0.00202976995949829			dcDNA	PC_12_1h	viral_read.count	cluster_8
UL37	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	764970.059873	PK_15_1h	0.000978473581206912	0.000978473581206912			dcDNA	PK_15_1h	viral_read.count	cluster_8
UL37	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1278208.440965	PC_12_2.5h	0.001684636118014	0.001684636118014			dcDNA	PC_12_2.5h	viral_read.count	cluster_8
UL37	L	2h	2	C6	C6_2h	LT934125.1	-	1258769.700049	C6_2h	0.00242326332758189	0.00242326332758189			dcDNA	C6_2h	viral_read.count	cluster_8
UL37	L	2h	2	NRK	NRK_2h	LT934125.1	-	1230392.15684	NRK_2h	0.00398406374483859	0.00398406374483859			dcDNA	NRK_2h	viral_read.count	cluster_8
UL37	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1147712.418228	PC_12_2h	0.00159453302929798	0.00159453302929798			dcDNA	PC_12_2h	viral_read.count	cluster_8
UL37	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1141351.10068	PK_15_2h	0.00177344269593647	0.00177344269593647			dcDNA	PK_15_2h	viral_read.count	cluster_8
UL37	L	4h	4	C6	C6_4h	LT934125.1	-	1205331.820713	C6_4h	0.00235294117542035	0.00235294117542035			dcDNA	C6_4h	viral_read.count	cluster_8
UL37	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1134040.2533	PC_12_4h	0.00485679270111672	0.00485679270111672			dcDNA	PC_12_4h	viral_read.count	cluster_8
UL37	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1178684.298121	PK_15_4h	0.0026459693066004	0.0026459693066004			dcDNA	PK_15_4h	viral_read.count	cluster_8
UL37	L	6h	6	C6	C6_6h	LT934125.1	-	1072538.860091	C6_6h	0.00457665903833407	0.00457665903833407			dcDNA	C6_6h	viral_read.count	cluster_8
UL37	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1084276.068816	PC_12_6h	0.0057780246001751	0.0057780246001751			dcDNA	PC_12_6h	viral_read.count	cluster_8
UL37	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1142014.096785	PK_15_6h	0.00419829337089403	0.00419829337089403			dcDNA	PK_15_6h	viral_read.count	cluster_8
UL37	L	8h	8	C6	C6_8h	LT934125.1	-	1246909.965009	C6_8h	0.00428600784817806	0.00428600784817806			dcDNA	C6_8h	viral_read.count	cluster_8
UL37	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1262149.126856	PC_12_8h	0.00589497704406278	0.00589497704406278			dcDNA	PC_12_8h	viral_read.count	cluster_8
UL37	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1221833.366165	PK_15_8h	0.00368501210613688	0.00368501210613688			dcDNA	PK_15_8h	viral_read.count	cluster_8
UL38	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1133333.333342	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_8
UL38	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1184852.374789	PC_12_1.5h	0.00433369447473523	0.00433369447473523			dcDNA	PC_12_1.5h	viral_read.count	cluster_8
UL38	E	12h	12	C6	C6_12h	LT934125.1	+	1284417.877033	C6_12h	0.0069288574124785	0.0069288574124785			dcDNA	C6_12h	viral_read.count	cluster_8
UL38	E	12h	12	PC_12	PC_12_12h	LT934125.1	+	1355773.731074	PC_12_12h	0.00871819226769991	0.00871819226769991			dcDNA	PC_12_12h	viral_read.count	cluster_8
UL38	E	12h	12	PK_15	PK_15_12h	LT934125.1	+	1346113.706473	PK_15_12h	0.0158166547964104	0.0158166547964104			dcDNA	PK_15_12h	viral_read.count	cluster_8
UL38	E	1h	1	C6	C6_1h	LT934125.1	+	1208088.714958	C6_1h	0.00917926565962958	0.00917926565962958			dcDNA	C6_1h	viral_read.count	cluster_8
UL38	E	1h	1	NRK	NRK_1h	LT934125.1	+	1142105.263134	NRK_1h	0.0046082949312024	0.0046082949312024			dcDNA	NRK_1h	viral_read.count	cluster_8
UL38	E	1h	1	PC_12	PC_12_1h	LT934125.1	+	1126524.390264	PC_12_1h	0.00608930987849488	0.00608930987849488			dcDNA	PC_12_1h	viral_read.count	cluster_8
UL38	E	1h	1	PK_15	PK_15_1h	LT934125.1	+	764970.059873	PK_15_1h	0.00195694716241382	0.00195694716241382			dcDNA	PK_15_1h	viral_read.count	cluster_8
UL38	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1278208.440965	PC_12_2.5h	0.00438005390793167	0.00438005390793167			dcDNA	PC_12_2.5h	viral_read.count	cluster_8
UL38	E	2h	2	C6	C6_2h	LT934125.1	+	1258769.700049	C6_2h	0.00686591276201164	0.00686591276201164			dcDNA	C6_2h	viral_read.count	cluster_8
UL38	E	2h	2	NRK	NRK_2h	LT934125.1	+	1230392.15684	NRK_2h	0.00664010624139765	0.00664010624139765			dcDNA	NRK_2h	viral_read.count	cluster_8
UL38	E	2h	2	PC_12	PC_12_2h	LT934125.1	+	1147712.418228	PC_12_2h	0.00478359908789393	0.00478359908789393			dcDNA	PC_12_2h	viral_read.count	cluster_8
UL38	E	2h	2	PK_15	PK_15_2h	LT934125.1	+	1141351.10068	PK_15_2h	0.0082760659120338	0.0082760659120338			dcDNA	PK_15_2h	viral_read.count	cluster_8
UL38	E	4h	4	C6	C6_4h	LT934125.1	+	1205331.820713	C6_4h	0.00847058823516372	0.00847058823516372			dcDNA	C6_4h	viral_read.count	cluster_8
UL38	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1134040.2533	PC_12_4h	0.0145703781033502	0.0145703781033502			dcDNA	PC_12_4h	viral_read.count	cluster_8
UL38	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1178684.298121	PK_15_4h	0.0146233903688013	0.0146233903688013			dcDNA	PK_15_4h	viral_read.count	cluster_8
UL38	E	6h	6	C6	C6_6h	LT934125.1	+	1072538.860091	C6_6h	0.0136282735832619	0.0136282735832619			dcDNA	C6_6h	viral_read.count	cluster_8
UL38	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1084276.068816	PC_12_6h	0.0147463695334157	0.0147463695334157			dcDNA	PC_12_6h	viral_read.count	cluster_8
UL38	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1142014.096785	PK_15_6h	0.0195905672758188	0.0195905672758188			dcDNA	PK_15_6h	viral_read.count	cluster_8
UL38	E	8h	8	C6	C6_8h	LT934125.1	+	1246909.965009	C6_8h	0.00909064221643155	0.00909064221643155			dcDNA	C6_8h	viral_read.count	cluster_8
UL38	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1262149.126856	PC_12_8h	0.00920920377051936	0.00920920377051936			dcDNA	PC_12_8h	viral_read.count	cluster_8
UL38	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1221833.366165	PK_15_8h	0.0132660435832386	0.0132660435832386			dcDNA	PK_15_8h	viral_read.count	cluster_8
UL39	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1133333.333342	PC_12_0.5h	0.0294117647053633	0.0294117647053633			dcDNA	PC_12_0.5h	viral_read.count	cluster_1
UL39	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1184852.374789	PC_12_1.5h	0.0639219935019226	0.0639219935019226			dcDNA	PC_12_1.5h	viral_read.count	cluster_1
UL39	E	12h	12	C6	C6_12h	LT934125.1	+	1284417.877033	C6_12h	0.0313836482766148	0.0313836482766148			dcDNA	C6_12h	viral_read.count	cluster_1
UL39	E	12h	12	PC_12	PC_12_12h	LT934125.1	+	1355773.731074	PC_12_12h	0.029594760703333	0.029594760703333			dcDNA	PC_12_12h	viral_read.count	cluster_1
UL39	E	12h	12	PK_15	PK_15_12h	LT934125.1	+	1346113.706473	PK_15_12h	0.0110903525394713	0.0110903525394713			dcDNA	PK_15_12h	viral_read.count	cluster_1
UL39	E	1h	1	C6	C6_1h	LT934125.1	+	1208088.714958	C6_1h	0.0680345572343646	0.0680345572343646			dcDNA	C6_1h	viral_read.count	cluster_1
UL39	E	1h	1	NRK	NRK_1h	LT934125.1	+	1142105.263134	NRK_1h	0.0345622119818291	0.0345622119818291			dcDNA	NRK_1h	viral_read.count	cluster_1
UL39	E	1h	1	PC_12	PC_12_1h	LT934125.1	+	1126524.390264	PC_12_1h	0.0568335588632892	0.0568335588632892			dcDNA	PC_12_1h	viral_read.count	cluster_1
UL39	E	1h	1	PK_15	PK_15_1h	LT934125.1	+	764970.059873	PK_15_1h	0.0381604696670696	0.0381604696670696			dcDNA	PK_15_1h	viral_read.count	cluster_1
UL39	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1278208.440965	PC_12_2.5h	0.0528975741248852	0.0528975741248852			dcDNA	PC_12_2.5h	viral_read.count	cluster_1
UL39	E	2h	2	C6	C6_2h	LT934125.1	+	1258769.700049	C6_2h	0.0621970920836054	0.0621970920836054			dcDNA	C6_2h	viral_read.count	cluster_1
UL39	E	2h	2	NRK	NRK_2h	LT934125.1	+	1230392.15684	NRK_2h	0.0750332005318571	0.0750332005318571			dcDNA	NRK_2h	viral_read.count	cluster_1
UL39	E	2h	2	PC_12	PC_12_2h	LT934125.1	+	1147712.418228	PC_12_2h	0.0587699316664538	0.0587699316664538			dcDNA	PC_12_2h	viral_read.count	cluster_1
UL39	E	2h	2	PK_15	PK_15_2h	LT934125.1	+	1141351.10068	PK_15_2h	0.0496563954757074	0.0496563954757074			dcDNA	PK_15_2h	viral_read.count	cluster_1
UL39	E	4h	4	C6	C6_4h	LT934125.1	+	1205331.820713	C6_4h	0.0501176470602644	0.0501176470602644			dcDNA	C6_4h	viral_read.count	cluster_1
UL39	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1134040.2533	PC_12_4h	0.0407607462199772	0.0407607462199772			dcDNA	PC_12_4h	viral_read.count	cluster_1
UL39	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1178684.298121	PK_15_4h	0.0497089433747468	0.0497089433747468			dcDNA	PK_15_4h	viral_read.count	cluster_1
UL39	E	6h	6	C6	C6_6h	LT934125.1	+	1072538.860091	C6_6h	0.045461479786255	0.045461479786255			dcDNA	C6_6h	viral_read.count	cluster_1
UL39	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1084276.068816	PC_12_6h	0	0			dcDNA	PC_12_6h	viral_read.count	cluster_1
UL39	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1142014.096785	PK_15_6h	0	0			dcDNA	PK_15_6h	viral_read.count	cluster_1
UL39	E	8h	8	C6	C6_8h	LT934125.1	+	1246909.965009	C6_8h	0.0480072020585447	0.0480072020585447			dcDNA	C6_8h	viral_read.count	cluster_1
UL39	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1262149.126856	PC_12_8h	0.044298352847	0.044298352847			dcDNA	PC_12_8h	viral_read.count	cluster_1
UL39	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1221833.366165	PK_15_8h	0.026013531444768	0.026013531444768			dcDNA	PK_15_8h	viral_read.count	cluster_1
UL40	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1133333.333342	PC_12_0.5h	0.0294117647053633	0.0294117647053633			dcDNA	PC_12_0.5h	viral_read.count	cluster_1
UL40	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1184852.374789	PC_12_1.5h	0.0639219935019226	0.0639219935019226			dcDNA	PC_12_1.5h	viral_read.count	cluster_1
UL40	E	12h	12	C6	C6_12h	LT934125.1	+	1284417.877033	C6_12h	0.0313836482766148	0.0313836482766148			dcDNA	C6_12h	viral_read.count	cluster_1
UL40	E	12h	12	PC_12	PC_12_12h	LT934125.1	+	1355773.731074	PC_12_12h	0.029594760703333	0.029594760703333			dcDNA	PC_12_12h	viral_read.count	cluster_1
UL40	E	12h	12	PK_15	PK_15_12h	LT934125.1	+	1346113.706473	PK_15_12h	0.0110903525394713	0.0110903525394713			dcDNA	PK_15_12h	viral_read.count	cluster_1
UL40	E	1h	1	C6	C6_1h	LT934125.1	+	1208088.714958	C6_1h	0.0680345572343646	0.0680345572343646			dcDNA	C6_1h	viral_read.count	cluster_1
UL40	E	1h	1	NRK	NRK_1h	LT934125.1	+	1142105.263134	NRK_1h	0.0345622119818291	0.0345622119818291			dcDNA	NRK_1h	viral_read.count	cluster_1
UL40	E	1h	1	PC_12	PC_12_1h	LT934125.1	+	1126524.390264	PC_12_1h	0.0568335588632892	0.0568335588632892			dcDNA	PC_12_1h	viral_read.count	cluster_1
UL40	E	1h	1	PK_15	PK_15_1h	LT934125.1	+	764970.059873	PK_15_1h	0.0381604696670696	0.0381604696670696			dcDNA	PK_15_1h	viral_read.count	cluster_1
UL40	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1278208.440965	PC_12_2.5h	0.0528975741248852	0.0528975741248852			dcDNA	PC_12_2.5h	viral_read.count	cluster_1
UL40	E	2h	2	C6	C6_2h	LT934125.1	+	1258769.700049	C6_2h	0.0621970920836054	0.0621970920836054			dcDNA	C6_2h	viral_read.count	cluster_1
UL40	E	2h	2	NRK	NRK_2h	LT934125.1	+	1230392.15684	NRK_2h	0.0750332005318571	0.0750332005318571			dcDNA	NRK_2h	viral_read.count	cluster_1
UL40	E	2h	2	PC_12	PC_12_2h	LT934125.1	+	1147712.418228	PC_12_2h	0.0587699316664538	0.0587699316664538			dcDNA	PC_12_2h	viral_read.count	cluster_1
UL40	E	2h	2	PK_15	PK_15_2h	LT934125.1	+	1141351.10068	PK_15_2h	0.0496563954757074	0.0496563954757074			dcDNA	PK_15_2h	viral_read.count	cluster_1
UL40	E	4h	4	C6	C6_4h	LT934125.1	+	1205331.820713	C6_4h	0.0501176470602644	0.0501176470602644			dcDNA	C6_4h	viral_read.count	cluster_1
UL40	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1134040.2533	PC_12_4h	0.0407607462199772	0.0407607462199772			dcDNA	PC_12_4h	viral_read.count	cluster_1
UL40	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1178684.298121	PK_15_4h	0.0497089433747468	0.0497089433747468			dcDNA	PK_15_4h	viral_read.count	cluster_1
UL40	E	6h	6	C6	C6_6h	LT934125.1	+	1072538.860091	C6_6h	0.045461479786255	0.045461479786255			dcDNA	C6_6h	viral_read.count	cluster_1
UL40	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1084276.068816	PC_12_6h	0.0356961397130753	0.0356961397130753			dcDNA	PC_12_6h	viral_read.count	cluster_1
UL40	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1142014.096785	PK_15_6h	0.0306920355787857	0.0306920355787857			dcDNA	PK_15_6h	viral_read.count	cluster_1
UL40	E	8h	8	C6	C6_8h	LT934125.1	+	1246909.965009	C6_8h	0.0480072020585447	0.0480072020585447			dcDNA	C6_8h	viral_read.count	cluster_1
UL40	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1262149.126856	PC_12_8h	0.044298352847	0.044298352847			dcDNA	PC_12_8h	viral_read.count	cluster_1
UL40	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1221833.366165	PK_15_8h	0.026013531444768	0.026013531444768			dcDNA	PK_15_8h	viral_read.count	cluster_1
UL41	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1133333.333342	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_8
UL41	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1184852.374789	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	viral_read.count	cluster_8
UL41	L	12h	12	C6	C6_12h	LT934125.1	-	1284417.877033	C6_12h	3.03315242621768e-05	3.03315242621768e-05			dcDNA	C6_12h	viral_read.count	cluster_8
UL41	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1355773.731074	PC_12_12h	7.38322536465611e-05	7.38322536465611e-05			dcDNA	PC_12_12h	viral_read.count	cluster_8
UL41	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1346113.706473	PK_15_12h	8.37224132389892e-05	8.37224132389892e-05			dcDNA	PK_15_12h	viral_read.count	cluster_8
UL41	L	1h	1	C6	C6_1h	LT934125.1	-	1208088.714958	C6_1h	0.000539956803605005	0.000539956803605005			dcDNA	C6_1h	viral_read.count	cluster_8
UL41	L	1h	1	NRK	NRK_1h	LT934125.1	-	1142105.263134	NRK_1h	0	0			dcDNA	NRK_1h	viral_read.count	cluster_8
UL41	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1126524.390264	PC_12_1h	0	0			dcDNA	PC_12_1h	viral_read.count	cluster_8
UL41	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	764970.059873	PK_15_1h	0	0			dcDNA	PK_15_1h	viral_read.count	cluster_8
UL41	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1278208.440965	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	viral_read.count	cluster_8
UL41	L	2h	2	C6	C6_2h	LT934125.1	-	1258769.700049	C6_2h	0.000807754443056915	0.000807754443056915			dcDNA	C6_2h	viral_read.count	cluster_8
UL41	L	2h	2	NRK	NRK_2h	LT934125.1	-	1230392.15684	NRK_2h	0.00132802124827953	0.00132802124827953			dcDNA	NRK_2h	viral_read.count	cluster_8
UL41	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1147712.418228	PC_12_2h	0	0			dcDNA	PC_12_2h	viral_read.count	cluster_8
UL41	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1141351.10068	PK_15_2h	7.38934460655906e-05	7.38934460655906e-05			dcDNA	PK_15_2h	viral_read.count	cluster_8
UL41	L	4h	4	C6	C6_4h	LT934125.1	-	1205331.820713	C6_4h	0	0			dcDNA	C6_4h	viral_read.count	cluster_8
UL41	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1134040.2533	PC_12_4h	0.000272343516115293	0.000272343516115293			dcDNA	PC_12_4h	viral_read.count	cluster_8
UL41	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1178684.298121	PK_15_4h	5.29193865562098e-05	5.29193865562098e-05			dcDNA	PK_15_4h	viral_read.count	cluster_8
UL41	L	6h	6	C6	C6_6h	LT934125.1	-	1072538.860091	C6_6h	0.000203407068142491	0.000203407068142491			dcDNA	C6_6h	viral_read.count	cluster_8
UL41	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1084276.068816	PC_12_6h	0.000271768028894867	0.000271768028894867			dcDNA	PC_12_6h	viral_read.count	cluster_8
UL41	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1142014.096785	PK_15_6h	0.000145376370981221	0.000145376370981221			dcDNA	PK_15_6h	viral_read.count	cluster_8
UL41	L	8h	8	C6	C6_8h	LT934125.1	-	1246909.965009	C6_8h	0.00013699568516863	0.00013699568516863			dcDNA	C6_8h	viral_read.count	cluster_8
UL41	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1262149.126856	PC_12_8h	0.000217326343744557	0.000217326343744557			dcDNA	PC_12_8h	viral_read.count	cluster_8
UL41	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1221833.366165	PK_15_8h	0.000165366194437937	0.000165366194437937			dcDNA	PK_15_8h	viral_read.count	cluster_8
UL42	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1133333.333342	PC_12_0.5h	0.0294117647062457	0.0294117647062457			dcDNA	PC_12_0.5h	viral_read.count	cluster_8
