gene	Kinetic_class	hpi	Time	cell_line	group	mean	sd	varcoeff
UL36	L	4h	4	PK_15	PK_15_4h	40.594301		
UL36	L	6h	6	PK_15	PK_15_6h	129.033299		
UL36	L	8h	8	PK_15	PK_15_8h	543.862035		
UL37	L	12h	12	C6	C6_12h	2706.5019		
UL37	L	1h	1	C6	C6_1h	0		
UL37	L	2h	2	C6	C6_2h	0		
UL37	L	4h	4	C6	C6_4h	1050.972149		
UL37	L	6h	6	C6	C6_6h	1466.149202		
UL37	L	8h	8	C6	C6_8h	0		
UL37	L	1h	1	NRK	NRK_1h	0		
UL37	L	2h	2	NRK	NRK_2h	3236.245955		
UL37	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL37	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL37	L	12h	12	PC_12	PC_12_12h	914.632065		
UL37	L	1h	1	PC_12	PC_12_1h	2227.171492		
UL37	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL37	L	2h	2	PC_12	PC_12_2h	667.111408		
UL37	L	4h	4	PC_12	PC_12_4h	501.90725		
UL37	L	6h	6	PC_12	PC_12_6h	1145.99435		
UL37	L	8h	8	PC_12	PC_12_8h	926.754442		
UL37	L	12h	12	PK_15	PK_15_12h	695.652174		
UL37	L	1h	1	PK_15	PK_15_1h	0		
UL37	L	2h	2	PK_15	PK_15_2h	0		
UL37	L	4h	4	PK_15	PK_15_4h	568.320208		
UL37	L	6h	6	PK_15	PK_15_6h	830.651859		
UL37	L	8h	8	PK_15	PK_15_8h	1166.671784		
UL38	E	12h	12	C6	C6_12h	11238.626748		
UL38	E	1h	1	C6	C6_1h	10785.824346		
UL38	E	2h	2	C6	C6_2h	6195.786865		
UL38	E	4h	4	C6	C6_4h	11035.207567		
UL38	E	6h	6	C6	C6_6h	12764.122467		
UL38	E	8h	8	C6	C6_8h	11848.264729		
UL38	E	1h	1	NRK	NRK_1h	0		
UL38	E	2h	2	NRK	NRK_2h	19417.475728		
UL38	E	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL38	E	1.5h	1.5	PC_12	PC_12_1.5h	2212.389381		
UL38	E	12h	12	PC_12	PC_12_12h	9822.056283		
UL38	E	1h	1	PC_12	PC_12_1h	6681.514476		
UL38	E	2.5h	2.5	PC_12	PC_12_2.5h	7401.9245		
UL38	E	2h	2	PC_12	PC_12_2h	4669.779853		
UL38	E	4h	4	PC_12	PC_12_4h	10740.815098		
UL38	E	6h	6	PC_12	PC_12_6h	12259.474442		
UL38	E	8h	8	PC_12	PC_12_8h	10130.384763		
UL38	E	12h	12	PK_15	PK_15_12h	16272.311212		
UL38	E	1h	1	PK_15	PK_15_1h	0		
UL38	E	2h	2	PK_15	PK_15_2h	9413.468501		
UL38	E	4h	4	PK_15	PK_15_4h	18592.189656		
UL38	E	6h	6	PK_15	PK_15_6h	18113.049299		
UL38	E	8h	8	PK_15	PK_15_8h	13666.726608		
UL39	E	12h	12	C6	C6_12h	349.677248		
UL39	E	1h	1	C6	C6_1h	6163.328197		
UL39	E	2h	2	C6	C6_2h	1239.157373		
UL39	E	4h	4	C6	C6_4h	0		
UL39	E	6h	6	C6	C6_6h	1811.125485		
UL39	E	8h	8	C6	C6_8h	0		
UL39	E	1h	1	NRK	NRK_1h	10101.010101		
UL39	E	2h	2	NRK	NRK_2h	9708.737864		
UL39	E	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL39	E	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL39	E	12h	12	PC_12	PC_12_12h	116.035412		
UL39	E	1h	1	PC_12	PC_12_1h	0		
UL39	E	2.5h	2.5	PC_12	PC_12_2.5h	1480.3849		
UL39	E	2h	2	PC_12	PC_12_2h	3335.557039		
UL39	E	4h	4	PC_12	PC_12_4h	0		
UL39	E	6h	6	PC_12	PC_12_6h	346.463408		
UL39	E	8h	8	PC_12	PC_12_8h	383.484596		
UL39	E	12h	12	PK_15	PK_15_12h	80.091534		
UL39	E	1h	1	PK_15	PK_15_1h	0		
UL39	E	2h	2	PK_15	PK_15_2h	1086.169443		
UL39	E	4h	4	PK_15	PK_15_4h	40.594301		
UL39	E	6h	6	PK_15	PK_15_6h	153.227041		
UL39	E	8h	8	PK_15	PK_15_8h	241.229128		
UL40	E	12h	12	C6	C6_12h	18833.616573		
UL40	E	1h	1	C6	C6_1h	46224.961479		
UL40	E	2h	2	C6	C6_2h	42131.350682		
UL40	E	4h	4	C6	C6_4h	24697.845508		
UL40	E	6h	6	C6	C6_6h	19146.183699		
UL40	E	8h	8	C6	C6_8h	42001.614204		
UL40	E	1h	1	NRK	NRK_1h	70707.070707		
UL40	E	2h	2	NRK	NRK_2h	84142.394822		
UL40	E	0.5h	0.5	PC_12	PC_12_0.5h	64516.129032		
UL40	E	1.5h	1.5	PC_12	PC_12_1.5h	61946.902655		
UL40	E	12h	12	PC_12	PC_12_12h	10975.584784		
UL40	E	1h	1	PC_12	PC_12_1h	46770.601336		
UL40	E	2.5h	2.5	PC_12	PC_12_2.5h	59955.588453		
UL40	E	2h	2	PC_12	PC_12_2h	38025.350234		
UL40	E	4h	4	PC_12	PC_12_4h	0		
UL40	E	6h	6	PC_12	PC_12_6h	13245.562603		
UL40	E	8h	8	PC_12	PC_12_8h	23967.787294		
UL40	E	12h	12	PK_15	PK_15_12h	3256.292907		
UL40	E	1h	1	PK_15	PK_15_1h	14619.883041		
UL40	E	2h	2	PK_15	PK_15_2h	38015.930485		
UL40	E	4h	4	PK_15	PK_15_4h	48185.434764		
UL40	E	6h	6	PK_15	PK_15_6h	19548.544745		
UL40	E	8h	8	PK_15	PK_15_8h	16837.793148		
UL41	L	12h	12	C6	C6_12h	2748.463168		
UL41	L	1h	1	C6	C6_1h	16949.152542		
UL41	L	2h	2	C6	C6_2h	9913.258984		
UL41	L	4h	4	C6	C6_4h	4729.374672		
UL41	L	6h	6	C6	C6_6h	5605.864597		
UL41	L	8h	8	C6	C6_8h	6521.388216		
UL41	L	1h	1	NRK	NRK_1h	0		
UL41	L	2h	2	NRK	NRK_2h	3236.245955		
UL41	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL41	L	1.5h	1.5	PC_12	PC_12_1.5h	11061.946903		
UL41	L	12h	12	PC_12	PC_12_12h	2197.847202		
UL41	L	1h	1	PC_12	PC_12_1h	22271.714922		
UL41	L	2.5h	2.5	PC_12	PC_12_2.5h	8142.11695		
UL41	L	2h	2	PC_12	PC_12_2h	4669.779853		
UL41	L	4h	4	PC_12	PC_12_4h	4416.783778		
UL41	L	6h	6	PC_12	PC_12_6h	3677.842333		
UL41	L	8h	8	PC_12	PC_12_8h	4569.858111		
UL41	L	12h	12	PK_15	PK_15_12h	2661.327231		
UL41	L	1h	1	PK_15	PK_15_1h	8771.929824		
UL41	L	2h	2	PK_15	PK_15_2h	5792.903693		
UL41	L	4h	4	PK_15	PK_15_4h	5358.447675		
UL41	L	6h	6	PK_15	PK_15_6h	6193.598335		
UL41	L	8h	8	PK_15	PK_15_8h	5557.041917		
UL42	L	12h	12	C6	C6_12h	7280.280301		
UL42	L	1h	1	C6	C6_1h	0		
UL42	L	2h	2	C6	C6_2h	6195.786865		
UL42	L	4h	4	C6	C6_4h	9458.749343		
UL42	L	6h	6	C6	C6_6h	8883.139286		
UL42	L	8h	8	C6	C6_8h	6521.388216		
UL42	L	1h	1	NRK	NRK_1h	10101.010101		
UL42	L	2h	2	NRK	NRK_2h	16181.229774		
UL42	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL42	L	1.5h	1.5	PC_12	PC_12_1.5h	22123.893806		
UL42	L	12h	12	PC_12	PC_12_12h	4259.182155		
UL42	L	1h	1	PC_12	PC_12_1h	2227.171492		
UL42	L	2.5h	2.5	PC_12	PC_12_2.5h	20725.3886		
UL42	L	2h	2	PC_12	PC_12_2h	8672.448301		
UL42	L	4h	4	PC_12	PC_12_4h	7930.134512		
UL42	L	6h	6	PC_12	PC_12_6h	8181.866638		
UL42	L	8h	8	PC_12	PC_12_8h	5752.26895		
UL42	L	12h	12	PK_15	PK_15_12h	6631.578947		
UL42	L	1h	1	PK_15	PK_15_1h	0		
UL42	L	2h	2	PK_15	PK_15_2h	6879.073136		
UL42	L	4h	4	PK_15	PK_15_4h	10067.386541		
UL42	L	6h	6	PK_15	PK_15_6h	7548.44797		
UL42	L	8h	8	PK_15	PK_15_8h	7504.418879		
UL43	L	12h	12	C6	C6_12h	4238.088245		
UL43	L	1h	1	C6	C6_1h	18489.984592		
UL43	L	2h	2	C6	C6_2h	4956.629492		
UL43	L	4h	4	C6	C6_4h	8933.263269		
UL43	L	6h	6	C6	C6_6h	10694.264771		
UL43	L	8h	8	C6	C6_8h	7877.320419		
UL43	L	1h	1	NRK	NRK_1h	30303.030303		
UL43	L	2h	2	NRK	NRK_2h	25889.967638		
UL43	L	0.5h	0.5	PC_12	PC_12_0.5h	32258.064516		
UL43	L	1.5h	1.5	PC_12	PC_12_1.5h	33185.840708		
UL43	L	12h	12	PC_12	PC_12_12h	3146.607329		
UL43	L	1h	1	PC_12	PC_12_1h	13363.028953		
UL43	L	2.5h	2.5	PC_12	PC_12_2.5h	17024.426351		
UL43	L	2h	2	PC_12	PC_12_2h	12008.005337		
UL43	L	4h	4	PC_12	PC_12_4h	5520.979723		
UL43	L	6h	6	PC_12	PC_12_6h	6689.408879		
UL43	L	8h	8	PC_12	PC_12_8h	9491.243769		
UL43	L	12h	12	PK_15	PK_15_12h	4176.201373		
UL43	L	1h	1	PK_15	PK_15_1h	2923.976608		
UL43	L	2h	2	PK_15	PK_15_2h	17016.654599		
UL43	L	4h	4	PK_15	PK_15_4h	10473.329545		
UL43	L	6h	6	PK_15	PK_15_6h	8217.808206		
UL43	L	8h	8	PK_15	PK_15_8h	9802.674574		
UL44	L	12h	12	C6	C6_12h	6916.615965		
UL44	L	1h	1	C6	C6_1h	0		
UL44	L	2h	2	C6	C6_2h	0		
UL44	L	4h	4	C6	C6_4h	5254.860747		
UL44	L	6h	6	C6	C6_6h	5260.888314		
UL44	L	8h	8	C6	C6_8h	2841.000807		
UL44	L	1h	1	NRK	NRK_1h	0		
UL44	L	2h	2	NRK	NRK_2h	0		
UL44	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL44	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL44	L	12h	12	PC_12	PC_12_12h	5556.048517		
UL44	L	1h	1	PC_12	PC_12_1h	2227.171492		
UL44	L	2.5h	2.5	PC_12	PC_12_2.5h	1480.3849		
UL44	L	2h	2	PC_12	PC_12_2h	0		
UL44	L	4h	4	PC_12	PC_12_4h	2208.391892		
UL44	L	6h	6	PC_12	PC_12_6h	4797.18565		
UL44	L	8h	8	PC_12	PC_12_8h	5752.268951		
UL44	L	12h	12	PK_15	PK_15_12h	18185.354691		
UL44	L	1h	1	PK_15	PK_15_1h	0		
UL44	L	2h	2	PK_15	PK_15_2h	5430.847212		
UL44	L	4h	4	PK_15	PK_15_4h	1014.857514		
UL44	L	6h	6	PK_15	PK_15_6h	2806.474245		
UL44	L	8h	8	PK_15	PK_15_8h	7197.399989		
UL26.5	L	12h	12	C6	C6_12h	70362.05582		
UL26.5	L	1h	1	C6	C6_1h	67796.610169		
UL26.5	L	2h	2	C6	C6_2h	69392.812887		
UL26.5	L	4h	4	C6	C6_4h	42038.885969		
UL26.5	L	6h	6	C6	C6_6h	38896.075895		
UL26.5	L	8h	8	C6	C6_8h	43228.410006		
UL26.5	L	1h	1	NRK	NRK_1h	30303.030303		
UL26.5	L	2h	2	NRK	NRK_2h	32362.459547		
UL26.5	L	0.5h	0.5	PC_12	PC_12_0.5h	161290.32258		
UL26.5	L	1.5h	1.5	PC_12	PC_12_1.5h	30973.451329		
UL26.5	L	12h	12	PC_12	PC_12_12h	28626.618524		
UL26.5	L	1h	1	PC_12	PC_12_1h	22271.714922		
UL26.5	L	2.5h	2.5	PC_12	PC_12_2.5h	34789.045151		
UL26.5	L	2h	2	PC_12	PC_12_2h	38025.350235		
UL26.5	L	4h	4	PC_12	PC_12_4h	23991.166434		
UL26.5	L	6h	6	PC_12	PC_12_6h	26624.380365		
UL26.5	L	8h	8	PC_12	PC_12_8h	28729.387703		
UL26.5	L	12h	12	PK_15	PK_15_12h	40439.359267		
UL26.5	L	1h	1	PK_15	PK_15_1h	5847.953216		
UL26.5	L	2h	2	PK_15	PK_15_2h	30774.800868		
UL26.5	L	4h	4	PK_15	PK_15_4h	28578.387595		
UL26.5	L	6h	6	PK_15	PK_15_6h	27467.963449		
UL26.5	L	8h	8	PK_15	PK_15_8h	34693.13462		
UL26	L	12h	12	C6	C6_12h	7832.770353		
UL26	L	1h	1	C6	C6_1h	1540.832049		
UL26	L	2h	2	C6	C6_2h	2478.314746		
UL26	L	4h	4	C6	C6_4h	4729.374672		
UL26	L	6h	6	C6	C6_6h	4743.42389		
UL26	L	8h	8	C6	C6_8h	3131.557708		
UL26	L	1h	1	NRK	NRK_1h	0		
UL26	L	2h	2	NRK	NRK_2h	0		
UL26	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL26	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL26	L	12h	12	PC_12	PC_12_12h	3242.165904		
UL26	L	1h	1	PC_12	PC_12_1h	2227.171492		
UL26	L	2.5h	2.5	PC_12	PC_12_2.5h	740.19245		
UL26	L	2h	2	PC_12	PC_12_2h	2001.334223		
UL26	L	4h	4	PC_12	PC_12_4h	5420.598274		
UL26	L	6h	6	PC_12	PC_12_6h	4983.742869		
UL26	L	8h	8	PC_12	PC_12_8h	3898.760067		
UL26	L	12h	12	PK_15	PK_15_12h	4691.075514		
UL26	L	1h	1	PK_15	PK_15_1h	0		
UL26	L	2h	2	PK_15	PK_15_2h	1448.225923		
UL26	L	4h	4	PK_15	PK_15_4h	2354.469434		
UL26	L	6h	6	PK_15	PK_15_6h	2677.440948		
UL26	L	8h	8	PK_15	PK_15_8h	4039.491401		
UL25	L	12h	12	C6	C6_12h	1426.683171		
UL25	L	1h	1	C6	C6_1h	0		
UL25	L	2h	2	C6	C6_2h	0		
UL25	L	4h	4	C6	C6_4h	1050.97215		
UL25	L	6h	6	C6	C6_6h	1466.149202		
UL25	L	8h	8	C6	C6_8h	613.397901		
UL25	L	1h	1	NRK	NRK_1h	0		
UL25	L	2h	2	NRK	NRK_2h	0		
UL25	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL25	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL25	L	12h	12	PC_12	PC_12_12h	580.177057		
UL25	L	1h	1	PC_12	PC_12_1h	0		
UL25	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL25	L	2h	2	PC_12	PC_12_2h	0		
UL25	L	4h	4	PC_12	PC_12_4h	401.525799		
UL25	L	6h	6	PC_12	PC_12_6h	373.11444		
UL25	L	8h	8	PC_12	PC_12_8h	798.926243		
UL25	L	12h	12	PK_15	PK_15_12h	475.972541		
UL25	L	1h	1	PK_15	PK_15_1h	0		
UL25	L	2h	2	PK_15	PK_15_2h	362.056481		
UL25	L	4h	4	PK_15	PK_15_4h	81.188602		
UL25	L	6h	6	PK_15	PK_15_6h	508.068613		
UL25	L	8h	8	PK_15	PK_15_8h	745.617306		
UL24	L	12h	12	C6	C6_12h	1195.896189		
UL24	L	1h	1	C6	C6_1h	0		
UL24	L	2h	2	C6	C6_2h	0		
UL24	L	4h	4	C6	C6_4h	525.486075		
UL24	L	6h	6	C6	C6_6h	344.976283		
UL24	L	8h	8	C6	C6_8h	0		
UL24	L	1h	1	NRK	NRK_1h	0		
UL24	L	2h	2	NRK	NRK_2h	0		
UL24	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL24	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL24	L	12h	12	PC_12	PC_12_12h	723.514917		
UL24	L	1h	1	PC_12	PC_12_1h	0		
UL24	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL24	L	2h	2	PC_12	PC_12_2h	0		
UL24	L	4h	4	PC_12	PC_12_4h	401.525799		
UL24	L	6h	6	PC_12	PC_12_6h	453.067534		
UL24	L	8h	8	PC_12	PC_12_8h	479.355747		
UL24	L	12h	12	PK_15	PK_15_12h	279.176201		
UL24	L	1h	1	PK_15	PK_15_1h	0		
UL24	L	2h	2	PK_15	PK_15_2h	0		
UL24	L	4h	4	PK_15	PK_15_4h	771.291711		
UL24	L	6h	6	PK_15	PK_15_6h	717.747724		
UL24	L	8h	8	PK_15	PK_15_8h	675.441559		
UL23	L	12h	12	C6	C6_12h	3552.72084		
UL23	L	1h	1	C6	C6_1h	29275.808936		
UL23	L	2h	2	C6	C6_2h	76827.757126		
UL23	L	4h	4	C6	C6_4h	12611.665791		
UL23	L	6h	6	C6	C6_6h	0		
UL23	L	8h	8	C6	C6_8h	8490.718321		
UL23	L	1h	1	NRK	NRK_1h	60606.060606		
UL23	L	2h	2	NRK	NRK_2h	38834.951457		
UL23	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL23	L	1.5h	1.5	PC_12	PC_12_1.5h	53097.345133		
UL23	L	12h	12	PC_12	PC_12_12h	1965.776379		
UL23	L	1h	1	PC_12	PC_12_1h	26726.057906		
UL23	L	2.5h	2.5	PC_12	PC_12_2.5h	25906.735751		
UL23	L	2h	2	PC_12	PC_12_2h	22681.787858		
UL23	L	4h	4	PC_12	PC_12_4h	0		
UL23	L	6h	6	PC_12	PC_12_6h	0		
UL23	L	8h	8	PC_12	PC_12_8h	5848.140099		
UL23	L	12h	12	PK_15	PK_15_12h	1210.526316		
UL23	L	1h	1	PK_15	PK_15_1h	5847.953216		
UL23	L	2h	2	PK_15	PK_15_2h	14844.315713		
UL23	L	4h	4	PK_15	PK_15_4h	15791.182918		
UL23	L	6h	6	PK_15	PK_15_6h	0		
UL23	L	8h	8	PK_15	PK_15_8h	4627.213276		
UL22	L	12h	12	C6	C6_12h	1580.541161		
UL22	L	1h	1	C6	C6_1h	0		
UL22	L	2h	2	C6	C6_2h	2478.314746		
UL22	L	4h	4	C6	C6_4h	2101.944299		
UL22	L	6h	6	C6	C6_6h	2069.857698		
UL22	L	8h	8	C6	C6_8h	1097.659401		
UL22	L	1h	1	NRK	NRK_1h	0		
UL22	L	2h	2	NRK	NRK_2h	0		
UL22	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL22	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL22	L	12h	12	PC_12	PC_12_12h	1276.389525		
UL22	L	1h	1	PC_12	PC_12_1h	2227.171492		
UL22	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL22	L	2h	2	PC_12	PC_12_2h	2001.334223		
UL22	L	4h	4	PC_12	PC_12_4h	2208.391891		
UL22	L	6h	6	PC_12	PC_12_6h	1492.457758		
UL22	L	8h	8	PC_12	PC_12_8h	1757.637736		
UL22	L	12h	12	PK_15	PK_15_12h	917.620138		
UL22	L	1h	1	PK_15	PK_15_1h	0		
UL22	L	2h	2	PK_15	PK_15_2h	2896.451847		
UL22	L	4h	4	PK_15	PK_15_4h	690.103109		
UL22	L	6h	6	PK_15	PK_15_6h	1088.718458		
UL22	L	8h	8	PK_15	PK_15_8h	1521.936501		
CTO-S	L	12h	12	C6	C6_12h	62480.330655		
CTO-S	L	1h	1	C6	C6_1h	13867.488443		
CTO-S	L	2h	2	C6	C6_2h	53283.767039		
CTO-S	L	4h	4	C6	C6_4h	85654.230164		
CTO-S	L	6h	6	C6	C6_6h	150754.635619		
CTO-S	L	8h	8	C6	C6_8h	177594.834542		
CTO-S	L	1h	1	NRK	NRK_1h	20202.020202		
CTO-S	L	2h	2	NRK	NRK_2h	12944.983819		
CTO-S	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
CTO-S	L	1.5h	1.5	PC_12	PC_12_1.5h	22123.893806		
CTO-S	L	12h	12	PC_12	PC_12_12h	313684.670358		
CTO-S	L	1h	1	PC_12	PC_12_1h	22271.714922		
CTO-S	L	2.5h	2.5	PC_12	PC_12_2.5h	70318.282753		
CTO-S	L	2h	2	PC_12	PC_12_2h	29352.901934		
CTO-S	L	4h	4	PC_12	PC_12_4h	147861.875126		
CTO-S	L	6h	6	PC_12	PC_12_6h	176163.317521		
CTO-S	L	8h	8	PC_12	PC_12_8h	219481.017512		
CTO-S	L	12h	12	PK_15	PK_15_12h	347922.196798		
CTO-S	L	1h	1	PK_15	PK_15_1h	0		
CTO-S	L	2h	2	PK_15	PK_15_2h	167270.094136		
CTO-S	L	4h	4	PK_15	PK_15_4h	152472.192903		
CTO-S	L	6h	6	PK_15	PK_15_6h	268679.586124		
CTO-S	L	8h	8	PK_15	PK_15_8h	235856.297615		
CTO-M	L	12h	12	C6	C6_12h	293.728888		
CTO-M	L	1h	1	C6	C6_1h	0		
CTO-M	L	2h	2	C6	C6_2h	0		
CTO-M	L	4h	4	C6	C6_4h	525.486075		
CTO-M	L	6h	6	C6	C6_6h	258.732212		
CTO-M	L	8h	8	C6	C6_8h	387.4092		
CTO-M	L	1h	1	NRK	NRK_1h	0		
CTO-M	L	2h	2	NRK	NRK_2h	0		
CTO-M	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
CTO-M	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
CTO-M	L	12h	12	PC_12	PC_12_12h	655.258793		
CTO-M	L	1h	1	PC_12	PC_12_1h	0		
CTO-M	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
CTO-M	L	2h	2	PC_12	PC_12_2h	0		
CTO-M	L	4h	4	PC_12	PC_12_4h	100.38145		
CTO-M	L	6h	6	PC_12	PC_12_6h	26.651031		
CTO-M	L	8h	8	PC_12	PC_12_8h	0		
CTO-M	L	12h	12	PK_15	PK_15_12h	551.487414		
CTO-M	L	1h	1	PK_15	PK_15_1h	0		
CTO-M	L	2h	2	PK_15	PK_15_2h	0		
CTO-M	L	4h	4	PK_15	PK_15_4h	0		
CTO-M	L	6h	6	PK_15	PK_15_6h	0		
CTO-M	L	8h	8	PK_15	PK_15_8h	337.72078		
CTO-L	unknown	12h	12	C6	C6_12h	2909.314703		
CTO-L	unknown	1h	1	C6	C6_1h	6163.328197		
CTO-L	unknown	2h	2	C6	C6_2h	0		
CTO-L	unknown	4h	4	C6	C6_4h	4729.374672		
CTO-L	unknown	6h	6	C6	C6_6h	3708.49504		
CTO-L	unknown	8h	8	C6	C6_8h	2421.307505		
CTO-L	unknown	1h	1	NRK	NRK_1h	0		
CTO-L	unknown	2h	2	NRK	NRK_2h	0		
CTO-L	unknown	0.5h	0.5	PC_12	PC_12_0.5h	0		
CTO-L	unknown	1.5h	1.5	PC_12	PC_12_1.5h	2212.389381		
CTO-L	unknown	12h	12	PC_12	PC_12_12h	1897.520255		
CTO-L	unknown	1h	1	PC_12	PC_12_1h	4454.342984		
CTO-L	unknown	2.5h	2.5	PC_12	PC_12_2.5h	2220.57735		
CTO-L	unknown	2h	2	PC_12	PC_12_2h	4669.779853		
CTO-L	unknown	4h	4	PC_12	PC_12_4h	0		
CTO-L	unknown	6h	6	PC_12	PC_12_6h	26.651031		
CTO-L	unknown	8h	8	PC_12	PC_12_8h	2236.993481		
CTO-L	unknown	12h	12	PK_15	PK_15_12h	1313.501144		
CTO-L	unknown	1h	1	PK_15	PK_15_1h	0		
CTO-L	unknown	2h	2	PK_15	PK_15_2h	1810.282404		
CTO-L	unknown	4h	4	PK_15	PK_15_4h	0		
CTO-L	unknown	6h	6	PK_15	PK_15_6h	16.129162		
CTO-L	unknown	8h	8	PK_15	PK_15_8h	1618.42815		
UL21	L	12h	12	C6	C6_12h	0		
UL21	L	1h	1	C6	C6_1h	0		
UL21	L	2h	2	C6	C6_2h	2478.314746		
UL21	L	4h	4	C6	C6_4h	0		
UL21	L	6h	6	C6	C6_6h	0		
UL21	L	8h	8	C6	C6_8h	0		
UL21	L	1h	1	NRK	NRK_1h	0		
UL21	L	2h	2	NRK	NRK_2h	0		
UL21	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL21	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL21	L	12h	12	PC_12	PC_12_12h	0		
UL21	L	1h	1	PC_12	PC_12_1h	0		
UL21	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL21	L	2h	2	PC_12	PC_12_2h	0		
UL21	L	4h	4	PC_12	PC_12_4h	3212.206386		
UL21	L	6h	6	PC_12	PC_12_6h	3011.566548		
UL21	L	8h	8	PC_12	PC_12_8h	0		
UL21	L	12h	12	PK_15	PK_15_12h	0		
UL21	L	1h	1	PK_15	PK_15_1h	0		
UL21	L	2h	2	PK_15	PK_15_2h	0		
UL21	L	4h	4	PK_15	PK_15_4h	1299.017618		
UL21	L	6h	6	PK_15	PK_15_6h	1943.564061		
UL21	L	8h	8	PK_15	PK_15_8h	0		
UL20	L	12h	12	C6	C6_12h	412.619153		
UL20	L	1h	1	C6	C6_1h	0		
UL20	L	2h	2	C6	C6_2h	2478.314746		
UL20	L	4h	4	C6	C6_4h	525.486075		
UL20	L	6h	6	C6	C6_6h	258.732213		
UL20	L	8h	8	C6	C6_8h	64.5682		
UL20	L	1h	1	NRK	NRK_1h	0		
UL20	L	2h	2	NRK	NRK_2h	3236.245955		
UL20	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL20	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL20	L	12h	12	PC_12	PC_12_12h	348.106234		
UL20	L	1h	1	PC_12	PC_12_1h	2227.171492		
UL20	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL20	L	2h	2	PC_12	PC_12_2h	2001.334223		
UL20	L	4h	4	PC_12	PC_12_4h	100.38145		
UL20	L	6h	6	PC_12	PC_12_6h	293.161345		
UL20	L	8h	8	PC_12	PC_12_8h	575.226896		
UL20	L	12h	12	PK_15	PK_15_12h	260.869566		
UL20	L	1h	1	PK_15	PK_15_1h	0		
UL20	L	2h	2	PK_15	PK_15_2h	724.112962		
UL20	L	4h	4	PK_15	PK_15_4h	649.50881		
UL20	L	6h	6	PK_15	PK_15_6h	540.326938		
UL20	L	8h	8	PK_15	PK_15_8h	578.949907		
UL19	L	12h	12	C6	C6_12h	4916.462105		
UL19	L	1h	1	C6	C6_1h	0		
UL19	L	2h	2	C6	C6_2h	3717.472119		
UL19	L	4h	4	C6	C6_4h	2101.944298		
UL19	L	6h	6	C6	C6_6h	3708.495042		
UL19	L	8h	8	C6	C6_8h	1840.193705		
UL19	L	1h	1	NRK	NRK_1h	10101.010101		
UL19	L	2h	2	NRK	NRK_2h	3236.245955		
UL19	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL19	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL19	L	12h	12	PC_12	PC_12_12h	2784.84987		
UL19	L	1h	1	PC_12	PC_12_1h	0		
UL19	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL19	L	2h	2	PC_12	PC_12_2h	2001.334223		
UL19	L	4h	4	PC_12	PC_12_4h	2308.77334		
UL19	L	6h	6	PC_12	PC_12_6h	2291.9887		
UL19	L	8h	8	PC_12	PC_12_8h	3227.662022		
UL19	L	12h	12	PK_15	PK_15_12h	4659.038902		
UL19	L	1h	1	PK_15	PK_15_1h	2923.976608		
UL19	L	2h	2	PK_15	PK_15_2h	2172.338885		
UL19	L	4h	4	PK_15	PK_15_4h	1420.800521		
UL19	L	6h	6	PK_15	PK_15_6h	1951.628642		
UL19	L	8h	8	PK_15	PK_15_8h	4109.667148		
UL18	L	12h	12	C6	C6_12h	53906.244537		
UL18	L	1h	1	C6	C6_1h	24653.312788		
UL18	L	2h	2	C6	C6_2h	39653.035936		
UL18	L	4h	4	C6	C6_4h	35733.053074		
UL18	L	6h	6	C6	C6_6h	30530.401035		
